mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.013617372512817383,0.00697809292813652,0.005259132385253907,0.0008668125441163408,gini,3,10,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.9958409926470588,0.9950137867647059,0.9793747687754348,0.9863346281908991,0.9902423233444322,0.9893612999445061,0.006059781740263897,103
0.011629486083984375,0.004104793484955592,0.009424781799316407,0.008162788714262681,gini,3,10,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.9958409926470588,0.9950137867647059,0.9793747687754348,0.9863346281908991,0.9902423233444322,0.9893612999445061,0.006059781740263897,103
0.010340213775634766,0.004582793187588199,0.00474395751953125,0.0007371267622030261,gini,3,10,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 30}",0.9958409926470588,0.9950137867647059,0.9793747687754348,0.9863346281908991,0.9902423233444322,0.9893612999445061,0.006059781740263897,103
0.007135725021362305,0.0011073158504064228,0.00518341064453125,0.0009231813482677046,gini,3,15,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 10}",0.9958409926470588,0.9950137867647059,0.9840223825379208,0.9806465038845729,0.9909822419533852,0.9893011815575287,0.006016612271145605,106
0.007018899917602539,0.0008840690872117795,0.005273008346557617,0.0017369618137709918,gini,3,15,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 20}",0.9958409926470588,0.9950137867647059,0.9840223825379208,0.9806465038845729,0.9909822419533852,0.9893011815575287,0.006016612271145605,106
0.006381797790527344,0.0006689113635031242,0.004081201553344726,0.0011677655885222317,gini,3,15,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 30}",0.9958409926470588,0.9950137867647059,0.9840223825379208,0.9806465038845729,0.9909822419533852,0.9893011815575287,0.006016612271145605,106
0.006731986999511719,0.0006474024611857049,0.004623031616210938,0.0006926426754679473,gini,3,20,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 10}",0.9954963235294116,0.9944163602941176,0.9836524232334444,0.9843460969293378,0.99047354790973,0.9896769503792082,0.004933043759435423,94
0.007242155075073242,0.0010324149564358955,0.00492095947265625,0.0011954636316301767,gini,3,20,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 20}",0.9954963235294116,0.9944163602941176,0.9836524232334444,0.9843460969293378,0.99047354790973,0.9896769503792082,0.004933043759435423,94
0.006631898880004883,0.0010442673060271218,0.005470657348632812,0.0017810932227199441,gini,3,20,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 30}",0.9954963235294116,0.9944163602941176,0.9836524232334444,0.9843460969293378,0.99047354790973,0.9896769503792082,0.004933043759435423,94
0.008548212051391602,0.0019612484733404264,0.004486560821533203,0.0007707851202013752,gini,5,10,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.9955422794117648,0.9957490808823529,0.9891555678875323,0.983166851646319,0.9999075101738809,0.99270425800037,0.005878222099727359,61
0.0081787109375,0.000893450700759722,0.005408382415771485,0.001702562098242502,gini,5,10,20,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 20}",0.9955422794117648,0.9957490808823529,0.9891555678875323,0.983166851646319,0.9999075101738809,0.99270425800037,0.005878222099727359,61
0.008195018768310547,0.0014595360853160563,0.004710483551025391,0.0007998506687600465,gini,5,10,30,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 30}",0.9955422794117648,0.9957490808823529,0.9891555678875323,0.983166851646319,0.9999075101738809,0.99270425800037,0.005878222099727359,61
0.007014656066894531,0.001134772071888288,0.004040861129760742,0.0004903278403545501,gini,5,15,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 15, 'min_samples_split': 10}",0.9957261029411765,0.9963235294117647,0.9953061413244543,0.9871439141694415,0.9996300406955235,0.994825945708472,0.0041322285762730995,46
0.006797933578491211,0.00130824545656209,0.003984832763671875,0.0004788963582378253,gini,5,15,20,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 15, 'min_samples_split': 20}",0.9957261029411765,0.9963235294117647,0.9953061413244543,0.9871439141694415,0.9996300406955235,0.994825945708472,0.0041322285762730995,46
0.006738805770874023,0.000725727068515998,0.004532337188720703,0.0022054135653701524,gini,5,15,30,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 15, 'min_samples_split': 30}",0.9957261029411765,0.9963235294117647,0.9953061413244543,0.9871439141694415,0.9996300406955235,0.994825945708472,0.0041322285762730995,46
0.0068912506103515625,0.0008074170972231984,0.003665733337402344,0.00035922163915717083,gini,5,20,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 20, 'min_samples_split': 10}",0.9951286764705882,0.9959788602941176,0.9950749167591565,0.9918840177580467,0.9987282648908621,0.9953589472345543,0.0021883978830604936,37
